segment_id,segment_name,candidate_index,complexity,pysr_loss,pysr_score,equation,expression_for_eval,eval_status,raw_prediction_min,raw_prediction_max,num_clipped,rmse,mae,max_abs_error,r2
1,low_100_700,11,14,0.0004962276,0.0484936356736311,((log(sigma) + (alpha_infinity * 0.20785896)) * ((f * 7.773049e-5) - -0.05197442)) - 0.624723,(0.20785896*alpha_infinity + log(sigma))*(7.773049e-5*f + 0.05197442) - 0.624723,ok,-0.036409564043576426,0.6115029091981118,150,0.022167915034872678,0.017338743517839393,0.12016369632197521,0.9802555011330275
1,low_100_700,12,15,0.0004730882,0.0477528519902883,((log(sigma) * ((f * 8.620688e-5) - -0.050510947)) - (f * sqrt(k0_prime))) + -0.59196836,-f*sqrt(k0_prime) + (8.620688e-5*f + 0.050510947)*log(sigma) - 0.59196836,ok,-0.03195534083596052,0.6407647050070294,147,0.02167234171657649,0.016704363696896013,0.13510228006198077,0.9811284271224361
1,low_100_700,13,16,0.00041929306,0.1207117378087359,(log(sigma) * (((f * 8.390165e-5) - -0.052429207) - (k0_prime * (f * f)))) + -0.6192899,(-f**2*k0_prime + 8.390165e-5*f + 0.052429207)*log(sigma) - 0.6192899,ok,-0.03443513701148804,0.6246492436657948,178,0.020321445860099617,0.015561641398999843,0.13484585814994965,0.9834077368062949
1,low_100_700,14,18,0.0004043255,0.0181749280052658,((((f * 8.601899e-5) - -0.052380335) - (f * (k0_prime * (f * 1.5403978)))) * log(sigma)) + -0.6222941,(-1.5403978*f**2*k0_prime + 8.601899e-5*f + 0.052380335)*log(sigma) - 0.6222941,ok,-0.03624025999442171,0.636644818350951,194,0.019937023177897636,0.015122333308802973,0.14247322491577463,0.9840295539319838
1,low_100_700,15,20,0.00037890422,0.0324683955840971,(log(sigma) * (((f * 8.696925e-5) - -0.0515478) + ((f * k0_prime) * ((f * -0.0027397713) * f)))) - 0.61849225,(-0.0027397713*f**3*k0_prime + 8.696925e-5*f + 0.0515478)*log(sigma) - 0.61849225,ok,-0.038674309285684494,0.6380616035446681,217,0.01923113131892953,0.014279849229395146,0.15206411044005796,0.9851404353477603
1,low_100_700,16,21,0.0003654791,0.0360743598534933,(((f * 8.630591e-5) - -0.050501518) * log(sigma)) - ((sqrt(f) * ((f * (k0_prime * f)) / alpha_infinity)) + 0.60443556),(8.630591e-5*f + 0.050501518)*log(sigma) - 0.60443556 - f**(5/2)*k0_prime/alpha_infinity,ok,-0.035814662075011744,0.6348532381498908,195,0.018927097495699482,0.014219077703934449,0.13697445990286417,0.9856065647819171
1,low_100_700,17,22,0.0003561347,0.0259000655379666,(((f * 8.697899e-5) - -0.05012565) * log(sigma)) - ((((f * f) * (f * (k0_prime * 0.043742593))) / alpha_infinity) + 0.6031236),(8.697899e-5*f + 0.05012565)*log(sigma) - 0.6031236 - 0.043742593*f**3*k0_prime/alpha_infinity,ok,-0.037095100249689095,0.6368704292444104,209,0.018643898831618096,0.013849277233854531,0.14222129726592542,0.9860340689283841
1,low_100_700,18,24,0.00035583205,0.0004250901017916,(((k0_prime * (f * (f * -0.04376162))) * f) / alpha_infinity) + ((lambda_prime + (((f * 8.697837e-5) - -0.05018015) * log(sigma))) - 0.6038971),lambda_prime + (8.697837e-5*f + 0.05018015)*log(sigma) - 0.6038971 - 0.04376162*f**3*k0_prime/alpha_infinity,ok,-0.037132981888567236,0.6368161265764544,210,0.01863489759454431,0.013838421244367188,0.14231494601030392,0.9860475511201982
1,low_100_700,19,25,0.0003460574,0.0278541926185197,((log(sigma) * ((f * 8.6916036e-5) - -0.056589585)) - (sqrt(sigma) * (f * ((((f * k0_prime) * f) * 0.00018816964) / alpha_infinity)))) + -0.6729615,(8.6916036e-5*f + 0.056589585)*log(sigma) - 0.6729615 - 0.00018816964*f**3*k0_prime*sqrt(sigma)/alpha_infinity,ok,-0.044623946094947436,0.639951413762648,249,0.018220237844344827,0.013744016221741944,0.12502592247462635,0.9866615764856356
1,low_100_700,20,27,0.00034325267,0.0040689170237032,((((f * 8.6910164e-5) - -0.056379512) + lambda_prime) * log(sigma)) - ((((f * (sqrt(sigma) * ((f * k0_prime) / alpha_infinity))) * f) * 0.00018824493) + 0.6726933),(8.6910164e-5*f + lambda_prime + 0.056379512)*log(sigma) - 0.6726933 - 0.00018824493*f**3*k0_prime*sqrt(sigma)/alpha_infinity,ok,-0.04434632277151322,0.6391402545774283,248,0.018145030752468955,0.013652588075219603,0.12569528621075776,0.986771462396952
2,midlow_700_1000,1,1,0.0040970813,0.0,0.60978943,0.609789430000000,ok,0.60978943,0.60978943,0,0.06462892155457323,0.0495230023465907,0.27356833981309914,-3.814157383041916e-06
2,midlow_700_1000,2,3,0.0025172802,0.2435479045975889,f * 0.0007247503,f*0.0007247503,ok,0.5096260046031746,0.7063439431746031,0,0.05073654066517701,0.03966472309454624,0.21475182024468076,0.38370372357608507
2,midlow_700_1000,3,4,0.0023148886,0.0838174675307853,sqrt(f) * 0.021105923,0.021105923*sqrt(f),ok,0.5596750384482542,0.6588981076041216,0,0.04877952615358597,0.03541408705671156,0.2244596622089775,0.43033046738861946
2,midlow_700_1000,4,5,0.0021616344,0.0684969631951786,(-349.62247 / f) - -1.0311586,-1*(-1.0311586) - 349.62247/f,ok,0.5339528300225732,0.6724254467426709,0,0.04713558191054828,0.03479744961873471,0.2109323230704282,0.4680809008349487
2,midlow_700_1000,5,6,0.0021586844,0.0013656401738097,(log(f) * 0.4238621) + -2.2413287,0.4238621*log(f) - 2.2413287,ok,0.5373438994069106,0.6757031524128596,0,0.04710709618484104,0.034765037266026276,0.2076546174002395,0.46872362221288
2,midlow_700_1000,6,7,0.002158604,3.7245600738194826e-05,(log(log(f)) * 2.8482273) + -4.818753,2.8482273*log(log(f)) - 4.818753,ok,0.536827021188742,0.675231724923127,0,0.04710575530321543,0.034765906667689576,0.2081260448899721,0.4687538668533703
2,midlow_700_1000,7,8,0.0021404861,0.0084287636883752,(sqrt(f) * (0.02949603 - lambda_var)) + -0.2405749,sqrt(f)*(0.02949603 - lambda_var) - 0.2405749,ok,0.5376799837291827,0.678972667497325,0,0.04691145286056721,0.03461606814246456,0.20447324505547515,0.4731274103429183
2,midlow_700_1000,8,9,0.0017912865,0.1780988759874603,(0.93828076 - (351.55518 / f)) - (alpha_infinity * -0.061805148),-(-0.061805148)*alpha_infinity + 0.93828076 - 351.55518/f,ok,0.5001714552218246,0.7061140583398022,0,0.04282648283912236,0.03201866186591553,0.19099892982849542,0.5608906784591161
2,midlow_700_1000,9,11,0.0016937511,0.0279942108461517,(-350.6159 / f) - (((-2.6635098e-6 / lambda_var) * alpha_infinity) + -0.9828408),-(-2.6635098e-6*alpha_infinity/lambda_var - 0.9828408) - 350.6159/f,ok,0.5030917462017426,0.7556776582084399,0,0.04157676385990168,0.03153011105720844,0.17518266795539184,0.5861440493146901
2,midlow_700_1000,10,13,0.0015844658,0.0333491696360942,(0.93813485 - (351.55518 / f)) - (((-1.9937488e-6 / lambda_var) + -0.03783902) * alpha_infinity),-alpha_infinity*(-0.03783902 - 1.9937488e-6/lambda_var) + 0.93813485 - 351.55518/f,ok,0.4909727067338307,0.7550878020726985,0,0.04016638843444264,0.03044428995351268,0.17376503616223782,0.61374562988688
2,midlow_700_1000,11,15,0.001582397,0.000653264894927,(0.93809295 - (351.55862 / f)) - ((((k0_prime + -1.9996182e-6) / lambda_var) + -0.037861224) * alpha_infinity),-alpha_infinity*(-0.037861224 + (k0_prime - 1.9996182e-6)/lambda_var) + 0.93809295 - 351.55862/f,ok,0.490935692454777,0.7550283899394266,0,0.04014001675814383,0.03042163548360457,0.1737135827536449,0.6142526623432605
2,midlow_700_1000,12,16,0.0015043325,0.0505915078087543,(log(log(log(sigma))) - (305.3377 / f)) - (alpha_infinity * ((-2.048118e-6 / lambda_var) - 0.046983667)),-alpha_infinity*(-0.046983667 - 2.048118e-6/lambda_var) + log(log(log(sigma))) - 305.3377/f,ok,0.45550028465796366,0.775654056464915,0,0.03914273410506314,0.03079227761724485,0.1830016859753003,0.6331824095239904
2,midlow_700_1000,13,17,0.001483711,0.0138028963765443,log(log(log(sigma))) - ((347.57635 / f) - (((alpha_infinity * 0.0005212156) / sqrt(lambda_var)) - -0.075214766)),0.0005212156*alpha_infinity/sqrt(lambda_var) + log(log(log(sigma))) + 0.075214766 - 347.57635/f,ok,0.4509780851619339,0.7756865031253042,0,0.038909628831472844,0.03045751004854672,0.17997872550870375,0.6375383906816242
2,midlow_700_1000,14,18,0.0014641521,0.0132700782596234,((log(log(log(sigma))) - (354.4274 / f)) - -0.07423705) - (alpha_infinity * ((-2.0459918e-6 / lambda_var) - 0.037610333)),-alpha_infinity*(-0.037610333 - 2.0459918e-6/lambda_var) + log(log(log(sigma))) + 0.07423705 - 354.4274/f,ok,0.45001803477114743,0.7799638406912401,0,0.03864237324591874,0.030229098094523704,0.17868159467258216,0.6425005150269332
2,midlow_700_1000,15,19,0.0013991332,0.045423401569212,log(log(log(sigma))) - ((305.11966 / f) - (alpha_infinity * ((0.0004236414 / (sqrt(sigma) * lambda_var)) - -0.047782127))),alpha_infinity*(0.047782127 + 0.0004236414/(lambda_var*sqrt(sigma))) + log(log(log(sigma))) - 305.11966/f,ok,0.46866300793387516,0.7564700082114704,0,0.03773995597317202,0.029599749736226123,0.15671053603202034,0.6590029540030868
2,midlow_700_1000,16,20,0.0011531182,0.1933831508055836,log(log(log(sigma)) - (576.0282 / f)) - (alpha_infinity * ((-6.644685e-6 / ((k0_prime * sigma) + lambda_var)) - 0.032786235)),-alpha_infinity*(-0.032786235 - 6.644685e-6/(k0_prime*sigma + lambda_var)) + log(log(log(sigma)) - 576.0282/f),ok,0.43760039102377074,0.8611774755755688,0,0.03430272585074964,0.02635612363702344,0.2112518409898565,0.7182881580276487
2,midlow_700_1000,17,21,0.001140512,0.0109924668224359,log(log(log(sigma))) - ((350.17654 / f) - ((alpha_infinity * (0.0008864481 / sqrt(lambda_var + (k0_prime * sigma)))) - -0.08472229)),0.0008864481*alpha_infinity/sqrt(k0_prime*sigma + lambda_var) + log(log(log(sigma))) + 0.08472229 - 350.17654/f,ok,0.4698362549841056,0.8046637810929049,0,0.03412171533882785,0.02561267639138215,0.19219731695240372,0.7212534188137278
2,midlow_700_1000,18,22,0.0010471905,0.0853664206260996,((log(log(log(sigma))) - ((alpha_infinity * -5.9783324e-6) / ((k0_prime * (sigma * 0.21208456)) + lambda_var))) - (344.37503 / f)) + 0.08902176,5.9783324e-6*alpha_infinity/(0.21208456*k0_prime*sigma + lambda_var) + log(log(log(sigma))) + 0.08902176 - 344.37503/f,ok,0.4640165498843093,0.8286899148575737,0,0.032645798759062955,0.024980542010932482,0.1522242277930116,0.7448459673202465
2,midlow_700_1000,19,23,0.0010466059,0.0005584115200418,log(log(log(sigma))) - ((350.17654 / f) - ((alpha_infinity * (0.0012649113 / sqrt(lambda_var + (lambda_var + (k0_prime * sigma))))) - -0.0670063)),0.0012649113*alpha_infinity/sqrt(k0_prime*sigma + 2*lambda_var) + log(log(log(sigma))) + 0.0670063 - 350.17654/f,ok,0.46378509702356213,0.7970388807503022,0,0.03268140183675656,0.024859047745868442,0.17490978765447396,0.744289128597547
2,midlow_700_1000,20,24,0.0010129287,0.0327066144474776,((log(log(log(sigma))) - (344.37503 / f)) + 0.06205382) - (alpha_infinity * ((-5.476429e-6 / (lambda_var + (k0_prime * (sigma * 0.23914528)))) - 0.023038445)),-alpha_infinity*(-0.023038445 - 5.476429e-6/(0.23914528*k0_prime*sigma + lambda_var)) + log(log(log(sigma))) + 0.06205382 - 344.37503/f,ok,0.4616699019783439,0.8229884339194213,0,0.032102005743544895,0.024672093636542776,0.1531781119504697,0.7532755584562119
2,midlow_700_1000,21,26,0.0010124577,0.0002325482231391,(((log(log(log(sigma))) - (344.37503 / f)) + 0.06400182) - (alpha_infinity * ((-5.5191504e-6 / (((sigma * k0_prime) * 0.23929973) + lambda_var)) - 0.021527702))) - lambda_prime,-alpha_infinity*(-0.021527702 - 5.5191504e-6/(0.23929973*k0_prime*sigma + lambda_var)) - lambda_prime + log(log(log(sigma))) + 0.06400182 - 344.37503/f,ok,0.46194557712596573,0.8237905348497536,0,0.0320953772081431,0.0246644285874693,0.15322174829782942,0.7533774370032723
2,midlow_700_1000,22,28,0.0010121854,0.0001344928405612,((((log(log(log(sigma))) - (344.37503 / f)) + 0.06407393) - (alpha_infinity * ((-5.517481e-6 / (lambda_var + (sigma * (k0_prime * 0.23930012)))) - 0.021619035))) - lambda_prime) - lambda_prime,-alpha_infinity*(-0.021619035 - 5.517481e-6/(0.23930012*k0_prime*sigma + lambda_var)) - 2*lambda_prime + log(log(log(sigma))) + 0.06407393 - 344.37503/f,ok,0.46188316642821803,0.8238785706314495,0,0.032090593796967895,0.024660374442473588,0.15319807941965158,0.7534509434903129
3,midhigh_1000_1300,1,1,0.004504258,0.0,0.7341268,0.734126800000000,ok,0.7341268,0.7341268,0,0.06693360761352185,0.052857677107596465,0.26089448416742356,-1.7179280844548117e-06
3,midhigh_1000_1300,2,3,0.004474697,0.0032922658376122,f * 0.0006419239,f*0.0006419239,ok,0.6449806804761905,0.8192171676190475,0,0.0670048710037939,0.052594960426952365,0.25550504144095443,-0.002132230593788975
3,midhigh_1000_1300,3,4,0.004455044,0.0044017025200106,0.7436852 - sqrt(lambda_var),0.7436852 - sqrt(lambda_var),ok,0.7315511334443965,0.7372864180689426,0,0.06656049702931469,0.052637642643747144,0.25953875704092644,0.011115904872217364
3,midhigh_1000_1300,4,5,0.0030982085,0.3632128962023473,(sigma * -1.6337017e-6) - -0.82386255,sigma*(-1.6337017e-6) - 1*(-0.82386255),ok,0.669077589503157,0.7990692282907202,0,0.055520101175637056,0.04002829747342044,0.29210770938488784,0.31196144194143005
3,midhigh_1000_1300,5,6,0.0028166375,0.0952802435970892,-6.774856 / (alpha_infinity - log(sigma)),-6.774856/(alpha_infinity - log(sigma)),ok,0.6488951440424111,0.8934099429212412,0,0.05324380647978696,0.03944663223858419,0.3022928257253288,0.36722331083265614
3,midhigh_1000_1300,6,7,0.0028063103,0.0036732375896475,0.8195661 - ((sigma / alpha_infinity) * 2.291127e-6),0.8195661 - 2.291127e-6*sigma/alpha_infinity,ok,0.6064186305721058,0.8022561783691292,0,0.052889439575504585,0.03889886977079007,0.2796309118789895,0.3756182370040996
3,midhigh_1000_1300,7,8,0.002777747,0.0102303925575279,-7.7369637 / (alpha_infinity + (-1.3034384 - log(sigma))),-7.7369637/(alpha_infinity - log(sigma) - 1.3034384),ok,0.658799133366704,0.8706343556636723,0,0.05281219458641821,0.03956814623601786,0.291537784833218,0.377440723407814
3,midhigh_1000_1300,8,9,0.0022221834,0.2231499414054283,0.60456496 - (((sigma * 1.1131667e-6) - 0.14528753) * alpha_infinity),0.60456496 - alpha_infinity*(sigma*1.1131667e-6 - 1*0.14528753),ok,0.645423174316096,0.8702104107548994,0,0.04726074286947872,0.03464162406370919,0.2622211744409051,0.5014446662061858
3,midhigh_1000_1300,9,11,0.0015600221,0.1768951191187017,0.58901834 - (alpha_infinity * ((sigma * 1.1574778e-6) - (f * 0.00013837455))),0.58901834 - alpha_infinity*(-0.00013837455*f + sigma*1.1574778e-6),ok,0.6193000849586454,0.9182840756286319,0,0.03969235970156492,0.028009090925507178,0.23734329745416793,0.648337453991065
3,midhigh_1000_1300,10,12,0.0015251169,0.022628924968587,0.44164813 - ((((sigma * 1.228926e-9) - 0.00027535958) * sqrt(alpha_infinity)) * f),-sqrt(alpha_infinity)*f*(1.228926e-9*sigma - 0.00027535958) + 0.44164813,ok,0.6029638017348758,0.9127699375974045,0,0.03924836977899967,0.028440052850693304,0.22573743658291445,0.6561606917177287
3,midhigh_1000_1300,11,13,0.001456949,0.0457265396904546,0.51893336 - ((((sigma * 5.9649e-10) * alpha_infinity) - 0.00017525183) * (alpha_infinity * f)),0.51893336 - alpha_infinity*f*(sigma*5.9649e-10*alpha_infinity - 1*0.00017525183),ok,0.6393524219624084,0.932154591914714,0,0.038410081434953086,0.027048718302519564,0.22435862981996213,0.6706916558828275
3,midhigh_1000_1300,12,15,0.0013571623,0.0354742737021868,0.6080857 - ((((f * 0.018127184) + -13.499656) * ((sigma * 1.563004e-7) - 0.01999001)) * alpha_infinity),0.6080857 - alpha_infinity*(sigma*1.563004e-7 - 1*0.01999001)*(f*0.018127184 - 13.499656),ok,0.6331699376449601,0.9592236372399348,0,0.03706584087007124,0.026068748326211255,0.2047642883332066,0.6933379792801665
3,midhigh_1000_1300,13,17,0.0013066557,0.0189625017612261,0.52948403 - ((alpha_infinity * ((f * 0.021650093) + -11.919514)) * (((sigma * alpha_infinity) * 5.225642e-8) - 0.015005072)),0.52948403 - alpha_infinity*(f*0.021650093 - 11.919514)*(sigma*alpha_infinity*5.225642e-8 - 1*0.015005072),ok,0.6292622001210899,0.9637554976577739,0,0.03641284278208768,0.026024824114804192,0.19887201314761715,0.7040478827471035
3,midhigh_1000_1300,14,19,0.0012734489,0.012871041623792,0.53116924 - (((alpha_infinity * (lambda_var + (sigma * 3.89835e-8))) - 0.011416614) * (((f * 0.029064773) + -16.263472) * alpha_infinity)),0.53116924 - alpha_infinity*(f*0.029064773 - 16.263472)*(alpha_infinity*(lambda_var + sigma*3.89835e-8) - 1*0.011416614),ok,0.6302871032714298,0.9642808704172845,0,0.03594322326811588,0.025716949598041855,0.19775700294542264,0.7116324946023599
3,midhigh_1000_1300,15,20,0.0011349935,0.1151019649495936,0.5887841 - (((-12.531797 + (f * (0.024511287 - (lambda_var * sqrt(f))))) * alpha_infinity) * ((sigma * 9.6124516e-8) - 0.013081979)),-alpha_infinity*(9.6124516e-8*sigma - 0.013081979)*(f*(-sqrt(f)*lambda_var + 0.024511287) - 12.531797) + 0.5887841,ok,0.6209699077036728,0.9659826633803874,0,0.03376188890932626,0.024541835180095537,0.19306503822370924,0.7455715030412683
3,midhigh_1000_1300,16,25,0.0010285798,0.0196895816444512,(0.5579927 - (alpha_infinity * (((f * 0.024064938) + -12.531806) * ((((k0_prime + 4.2689088e-8) * alpha_infinity) * sigma) - 0.013284186)))) - ((lambda_var * f) * 0.3374168),-alpha_infinity*(f*0.024064938 - 12.531806)*(alpha_infinity*sigma*(k0_prime + 4.2689088e-8) - 1*0.013284186) - 0.3374168*f*lambda_var + 0.5579927,ok,0.6129822152432777,0.9774381566269698,0,0.03222063143485937,0.022664277798049665,0.18679677237643943,0.7682710074442439
4,highlow_1300_1650,1,1,0.006297102,0.0,0.8136638,0.813663800000000,ok,0.8136638,0.8136638,0,0.07961780087088251,0.06636861258901128,0.1862308572000002,-3.5999841816458655e-06
4,highlow_1300_1650,2,3,0.0062962463,6.794856942982643e-05,0.8138543 - lambda_prime,0.8138543 - lambda_prime,ok,0.8135597805958613,0.8137725731766104,0,0.07961220851091062,0.06636434473342556,0.1862511746847999,0.00013687572950382698
4,highlow_1300_1650,3,4,0.002962664,0.7538647668473657,8.788706 / log(sigma),8.788706/log(sigma),ok,0.7669734891149146,0.9128769849629752,0,0.054633725248013666,0.04497800093829408,0.2598745214914131,0.5291280322419949
4,highlow_1300_1650,4,5,0.0016763719,0.5694569887597932,0.9764952 - (sigma * 2.962386e-6),0.9764952 - 2.962386e-6*sigma,ok,0.6958241325790623,0.9315375500660701,0,0.04113134981896136,0.029438026872082114,0.278535086594508,0.733113176819328
4,highlow_1300_1650,5,6,0.0016599129,0.0098667437066703,sqrt(phi - (sigma * 4.720953e-6)),sqrt(phi - 4.720953e-6*sigma),ok,0.6875417204920369,0.9210613727282018,0,0.040928601801955934,0.02959117338750601,0.26805890925663967,0.7357378128097961
4,highlow_1300_1650,6,7,0.001486966,0.1100273287242415,0.9771418 - ((sigma * 0.0043583615) / f),0.9771418 - 0.0043583615*sigma/f,ok,0.6610450988484748,0.9367636835298359,0,0.038682102057668484,0.02678033781470652,0.27350723908346897,0.7639514479107946
4,highlow_1300_1650,7,9,0.0010016287,0.1975552136407853,0.70347387 - (alpha_infinity * ((sigma * 1.8799004e-6) - 0.1743872)),0.70347387 - alpha_infinity*(sigma*1.8799004e-6 - 1*0.1743872),ok,0.6978032157154678,1.0045769786304888,12,0.0316116774123246,0.022823341861292798,0.22049396684060252,0.8423564192829702
4,highlow_1300_1650,8,10,0.0010001729,0.0014544900520116,0.7085052 - (alpha_infinity * ((sigma * 1.9100817e-6) - sqrt(h))),-alpha_infinity*(-sqrt(h) + 1.9100817e-6*sigma) + 0.7085052,ok,0.696149408870281,1.0061661900318672,12,0.031593825675655225,0.022699919675599565,0.22331244391517402,0.8425344178771925
4,highlow_1300_1650,9,11,0.0007178816,0.3316235110933077,(((f + (sigma / -62.195454)) * 0.00011929027) * alpha_infinity) - -0.7054445,(f + sigma/(-62.195454))*0.00011929027*alpha_infinity - 1*(-0.7054445),ok,0.6603565524951185,1.0489975863702332,82,0.02664594270823556,0.018518238748677796,0.1967064291168954,0.8879934584757864
4,highlow_1300_1650,10,13,0.0007149347,0.0020567215456925,0.70107734 - ((((f + (sigma / -60.73975)) * -0.00011627443) + -0.007071539) * alpha_infinity),0.70107734 - alpha_infinity*((f + sigma/(-60.73975))*(-0.00011627443) - 0.007071539),ok,0.6626908863159355,1.0491805906182985,83,0.026589071601564283,0.01845111148565725,0.19663091488012074,0.8884710650129756
4,highlow_1300_1650,11,14,0.00061484275,0.150824665796886,((log(lambda_var) * -1.2906542e-5) * ((f + (sigma / -62.65038)) * alpha_infinity)) - -0.70314354,-1.2906542e-5*alpha_infinity*(f - 0.0159615951252012*sigma)*log(lambda_var) + 0.70314354,ok,0.6596524884778711,1.0606980550929994,101,0.024552343268469425,0.01707613173516345,0.18782226958341286,0.9049029373412334
4,highlow_1300_1650,12,15,0.00056776154,0.079665037428331,0.7082544 - (((-0.00015208845 - (lambda_var * -0.36604384)) * (f + (sigma / -61.636993))) * alpha_infinity),0.7082544 - alpha_infinity*(f + sigma/(-61.636993))*(-(-0.36604384)*lambda_var - 0.00015208845),ok,0.6574218826836654,1.074728951750966,131,0.02336384518801848,0.016490091717835508,0.18646951367900189,0.9138867762721232
4,highlow_1300_1650,13,16,0.00055836677,0.0166854662616523,0.70774037 - ((alpha_infinity * (0.00018117233 - (log(lambda_var) * -3.2050277e-5))) * (f + (sigma / -61.726658))),-alpha_infinity*(f - 0.0162004558873089*sigma)*(3.2050277e-5*log(lambda_var) + 0.00018117233) + 0.70774037,ok,0.6567075530224015,1.0721903141483133,138,0.02304909245715578,0.01627416771875129,0.18415049087972402,0.9161913455721152
4,highlow_1300_1650,14,17,0.0005470313,0.0205100183736006,0.7084366 - ((0.00019697666 - (sqrt(alpha_infinity) * (log(lambda_var) * -3.282993e-5))) * ((sigma / -61.54696) + f)),-(f - 0.0162477561848709*sigma)*(3.282993e-5*sqrt(alpha_infinity)*log(lambda_var) + 0.00019697666) + 0.7084366,ok,0.6577676578089887,1.0648379291978052,121,0.02299288043291321,0.016204545901321636,0.1784610310679995,0.9165996314492504
4,highlow_1300_1650,15,19,0.00050456595,0.0404037336263981,0.70855254 - (((0.0019901749 / log(sigma)) - (log(lambda_var) * -3.3498818e-5)) * ((f + (sigma / -59.99362)) * alpha_infinity)),-alpha_infinity*(f - 0.0166684390773552*sigma)*(3.3498818e-5*log(lambda_var) + 0.0019901749/log(sigma)) + 0.70855254,ok,0.6355333292997835,1.057900501990365,77,0.022079143334249283,0.01600774504351453,0.17062514391958905,0.9230965814525793
4,highlow_1300_1650,16,20,0.00050334074,0.0024311984743151,0.7083833 - ((alpha_infinity * (((0.007049677 / sqrt(sigma)) + -0.0001973059) - (lambda_var * -0.38687244))) * (f + (sigma / -59.97439))),-alpha_infinity*(f - 0.0166737835932971*sigma)*(0.38687244*lambda_var - 0.0001973059 + 0.007049677/sqrt(sigma)) + 0.7083833,ok,0.6368872534885127,1.0507602170782364,67,0.0221658933082036,0.016091983863014764,0.1702226825592441,0.9224910800964484
4,highlow_1300_1650,17,21,0.00049581775,0.0150589365780218,0.710147 - (((((0.0069906176 / sqrt(sigma)) + 0.00015935977) - (log(lambda_var) * -3.4205907e-5)) * alpha_infinity) * ((sigma / -59.614258) + f)),-alpha_infinity*(f - 0.0167745105541698*sigma)*(3.4205907e-5*log(lambda_var) + 0.00015935977 + 0.0069906176/sqrt(sigma)) + 0.710147,ok,0.6345308138741641,1.05942423824776,74,0.02189066727715307,0.015887474927168042,0.1688967644060606,0.924403931812517
